Event,RecordingTimestamp
TRIALID,38501
!E TRIAL_EVENT_VAR fixation,38506
!E TRIAL_EVENT_VAR stimulus_on,39519
!E TRIAL_EVENT_VAR stimulus_off,41524
TRIAL_END,42032
TRIALID,42045
!E TRIAL_EVENT_VAR fixation,42047
!E TRIAL_EVENT_VAR stimulus_on,43053
!E TRIAL_EVENT_VAR stimulus_off,45059
TRIAL_END,45565
TRIALID,45581
!E TRIAL_EVENT_VAR fixation,45582
!E TRIAL_EVENT_VAR stimulus_on,46591
!E TRIAL_EVENT_VAR stimulus_off,48597
TRIAL_END,49104
TRIALID,49117
!E TRIAL_EVENT_VAR fixation,49119
!E TRIAL_EVENT_VAR stimulus_on,50126
!E TRIAL_EVENT_VAR stimulus_off,52131
TRIAL_END,52638
TRIALID,52653
!E TRIAL_EVENT_VAR fixation,52655
!E TRIAL_EVENT_VAR stimulus_on,53662
!E TRIAL_EVENT_VAR stimulus_off,55668
TRIAL_END,56174
TRIALID,56189
!E TRIAL_EVENT_VAR fixation,56195
!E TRIAL_EVENT_VAR stimulus_on,57202
!E TRIAL_EVENT_VAR stimulus_off,59207
TRIAL_END,59714
TRIALID,59726
!E TRIAL_EVENT_VAR fixation,59731
!E TRIAL_EVENT_VAR stimulus_on,60741
!E TRIAL_EVENT_VAR stimulus_off,62747
TRIAL_END,63255
TRIALID,63262
!E TRIAL_EVENT_VAR fixation,63264
!E TRIAL_EVENT_VAR stimulus_on,64270
!E TRIAL_EVENT_VAR stimulus_off,66275
TRIAL_END,66783
TRIALID,66798
!E TRIAL_EVENT_VAR fixation,66800
!E TRIAL_EVENT_VAR stimulus_on,67807
!E TRIAL_EVENT_VAR stimulus_off,69812
TRIAL_END,70319
TRIALID,70335
!E TRIAL_EVENT_VAR fixation,70336
!E TRIAL_EVENT_VAR stimulus_on,71344
!E TRIAL_EVENT_VAR stimulus_off,73350
TRIAL_END,73857
TRIALID,73871
!E TRIAL_EVENT_VAR fixation,73873
!E TRIAL_EVENT_VAR stimulus_on,74879
!E TRIAL_EVENT_VAR stimulus_off,76883
TRIAL_END,77391
TRIALID,77407
!E TRIAL_EVENT_VAR fixation,77408
!E TRIAL_EVENT_VAR stimulus_on,78415
!E TRIAL_EVENT_VAR stimulus_off,80420
TRIAL_END,80928
TRIALID,80944
!E TRIAL_EVENT_VAR fixation,80945
!E TRIAL_EVENT_VAR stimulus_on,81952
!E TRIAL_EVENT_VAR stimulus_off,83957
TRIAL_END,84465
TRIALID,84480
!E TRIAL_EVENT_VAR fixation,84481
!E TRIAL_EVENT_VAR stimulus_on,85488
!E TRIAL_EVENT_VAR stimulus_off,87494
TRIAL_END,88001
TRIALID,88016
!E TRIAL_EVENT_VAR fixation,88017
!E TRIAL_EVENT_VAR stimulus_on,89024
!E TRIAL_EVENT_VAR stimulus_off,91030
TRIAL_END,91537
TRIALID,95189
!E TRIAL_EVENT_VAR fixation,95191
!E TRIAL_EVENT_VAR stimulus_on,96201
!E TRIAL_EVENT_VAR stimulus_off,98207
TRIAL_END,98714
TRIALID,98724
!E TRIAL_EVENT_VAR fixation,98726
!E TRIAL_EVENT_VAR stimulus_on,99733
!E TRIAL_EVENT_VAR stimulus_off,101738
TRIAL_END,102246
TRIALID,102261
!E TRIAL_EVENT_VAR fixation,102262
!E TRIAL_EVENT_VAR stimulus_on,103271
!E TRIAL_EVENT_VAR stimulus_off,105276
TRIAL_END,105783
TRIALID,105797
!E TRIAL_EVENT_VAR fixation,105799
!E TRIAL_EVENT_VAR stimulus_on,106805
!E TRIAL_EVENT_VAR stimulus_off,108810
TRIAL_END,109318
TRIALID,109333
!E TRIAL_EVENT_VAR fixation,109335
!E TRIAL_EVENT_VAR stimulus_on,110342
!E TRIAL_EVENT_VAR stimulus_off,112347
TRIAL_END,112855
TRIALID,112870
!E TRIAL_EVENT_VAR fixation,112871
!E TRIAL_EVENT_VAR stimulus_on,113879
!E TRIAL_EVENT_VAR stimulus_off,115884
TRIAL_END,116391
TRIALID,116406
!E TRIAL_EVENT_VAR fixation,116407
!E TRIAL_EVENT_VAR stimulus_on,117415
!E TRIAL_EVENT_VAR stimulus_off,119419
TRIAL_END,119926
TRIALID,119942
!E TRIAL_EVENT_VAR fixation,119944
!E TRIAL_EVENT_VAR stimulus_on,120950
!E TRIAL_EVENT_VAR stimulus_off,122956
TRIAL_END,123463
TRIALID,123478
!E TRIAL_EVENT_VAR fixation,123480
!E TRIAL_EVENT_VAR stimulus_on,124487
!E TRIAL_EVENT_VAR stimulus_off,126492
TRIAL_END,126999
TRIALID,127014
!E TRIAL_EVENT_VAR fixation,127016
!E TRIAL_EVENT_VAR stimulus_on,128024
!E TRIAL_EVENT_VAR stimulus_off,130028
TRIAL_END,130535
TRIALID,130551
!E TRIAL_EVENT_VAR fixation,130553
!E TRIAL_EVENT_VAR stimulus_on,131559
!E TRIAL_EVENT_VAR stimulus_off,133564
TRIAL_END,134071
TRIALID,134087
!E TRIAL_EVENT_VAR fixation,134088
!E TRIAL_EVENT_VAR stimulus_on,135097
!E TRIAL_EVENT_VAR stimulus_off,137102
TRIAL_END,137609
TRIALID,137623
!E TRIAL_EVENT_VAR fixation,137624
!E TRIAL_EVENT_VAR stimulus_on,138633
!E TRIAL_EVENT_VAR stimulus_off,140638
TRIAL_END,141146
TRIALID,141160
!E TRIAL_EVENT_VAR fixation,141161
!E TRIAL_EVENT_VAR stimulus_on,142169
!E TRIAL_EVENT_VAR stimulus_off,144173
TRIAL_END,144681
TRIALID,148445
!E TRIAL_EVENT_VAR fixation,148447
!E TRIAL_EVENT_VAR stimulus_on,149456
!E TRIAL_EVENT_VAR stimulus_off,151461
TRIAL_END,151969
TRIALID,151985
!E TRIAL_EVENT_VAR fixation,151987
!E TRIAL_EVENT_VAR stimulus_on,152993
!E TRIAL_EVENT_VAR stimulus_off,154999
TRIAL_END,155505
TRIALID,155522
!E TRIAL_EVENT_VAR fixation,155526
!E TRIAL_EVENT_VAR stimulus_on,156536
!E TRIAL_EVENT_VAR stimulus_off,158542
TRIAL_END,159049
TRIALID,159058
!E TRIAL_EVENT_VAR fixation,159059
!E TRIAL_EVENT_VAR stimulus_on,160066
!E TRIAL_EVENT_VAR stimulus_off,162072
TRIAL_END,162580
TRIALID,162594
!E TRIAL_EVENT_VAR fixation,162596
!E TRIAL_EVENT_VAR stimulus_on,163602
!E TRIAL_EVENT_VAR stimulus_off,165608
TRIAL_END,166114
TRIALID,166130
!E TRIAL_EVENT_VAR fixation,166132
!E TRIAL_EVENT_VAR stimulus_on,167138
!E TRIAL_EVENT_VAR stimulus_off,169144
TRIAL_END,169651
TRIALID,169666
!E TRIAL_EVENT_VAR fixation,169668
!E TRIAL_EVENT_VAR stimulus_on,170676
!E TRIAL_EVENT_VAR stimulus_off,172680
TRIAL_END,173187
TRIALID,173202
!E TRIAL_EVENT_VAR fixation,173204
!E TRIAL_EVENT_VAR stimulus_on,174210
!E TRIAL_EVENT_VAR stimulus_off,176216
TRIAL_END,176723
TRIALID,179413
!E TRIAL_EVENT_VAR fixation,179414
!E TRIAL_EVENT_VAR stimulus_on,180424
!E TRIAL_EVENT_VAR stimulus_off,182430
TRIAL_END,182937
TRIALID,182944
!E TRIAL_EVENT_VAR fixation,182946
!E TRIAL_EVENT_VAR stimulus_on,183952
!E TRIAL_EVENT_VAR stimulus_off,185959
TRIAL_END,186466
TRIALID,186480
!E TRIAL_EVENT_VAR fixation,186482
!E TRIAL_EVENT_VAR stimulus_on,187489
!E TRIAL_EVENT_VAR stimulus_off,189496
TRIAL_END,190002
TRIALID,190017
!E TRIAL_EVENT_VAR fixation,190018
!E TRIAL_EVENT_VAR stimulus_on,191025
