Event,RecordingTimestamp
TRIALID,55439
!E TRIAL_EVENT_VAR fixation,55441
!E TRIAL_EVENT_VAR stimulus_on,56448
!E TRIAL_EVENT_VAR stimulus_off,58454
TRIAL_END,58960
TRIALID,58975
!E TRIAL_EVENT_VAR fixation,58977
!E TRIAL_EVENT_VAR stimulus_on,59985
!E TRIAL_EVENT_VAR stimulus_off,61989
TRIAL_END,62497
TRIALID,62514
!E TRIAL_EVENT_VAR fixation,62516
!E TRIAL_EVENT_VAR stimulus_on,63522
!E TRIAL_EVENT_VAR stimulus_off,65527
TRIAL_END,66034
TRIALID,66051
!E TRIAL_EVENT_VAR fixation,66052
!E TRIAL_EVENT_VAR stimulus_on,67059
!E TRIAL_EVENT_VAR stimulus_off,69064
TRIAL_END,69571
TRIALID,69586
!E TRIAL_EVENT_VAR fixation,69588
!E TRIAL_EVENT_VAR stimulus_on,70595
!E TRIAL_EVENT_VAR stimulus_off,72598
TRIAL_END,73105
TRIALID,73123
!E TRIAL_EVENT_VAR fixation,73124
!E TRIAL_EVENT_VAR stimulus_on,74132
!E TRIAL_EVENT_VAR stimulus_off,76137
TRIAL_END,76644
TRIALID,76659
!E TRIAL_EVENT_VAR fixation,76661
!E TRIAL_EVENT_VAR stimulus_on,77668
!E TRIAL_EVENT_VAR stimulus_off,79673
TRIAL_END,80180
TRIALID,80195
!E TRIAL_EVENT_VAR fixation,80196
!E TRIAL_EVENT_VAR stimulus_on,81204
!E TRIAL_EVENT_VAR stimulus_off,83210
TRIAL_END,83717
TRIALID,83732
!E TRIAL_EVENT_VAR fixation,83734
!E TRIAL_EVENT_VAR stimulus_on,84741
!E TRIAL_EVENT_VAR stimulus_off,86747
TRIAL_END,87254
TRIALID,87267
!E TRIAL_EVENT_VAR fixation,87269
!E TRIAL_EVENT_VAR stimulus_on,88276
!E TRIAL_EVENT_VAR stimulus_off,90282
TRIAL_END,90788
TRIALID,90805
!E TRIAL_EVENT_VAR fixation,90811
!E TRIAL_EVENT_VAR stimulus_on,91821
!E TRIAL_EVENT_VAR stimulus_off,93826
TRIAL_END,94333
TRIALID,94340
!E TRIAL_EVENT_VAR fixation,94341
!E TRIAL_EVENT_VAR stimulus_on,95349
!E TRIAL_EVENT_VAR stimulus_off,97354
TRIAL_END,97861
TRIALID,97877
!E TRIAL_EVENT_VAR fixation,97881
!E TRIAL_EVENT_VAR stimulus_on,98889
!E TRIAL_EVENT_VAR stimulus_off,100894
TRIAL_END,101401
TRIALID,105630
!E TRIAL_EVENT_VAR fixation,105632
!E TRIAL_EVENT_VAR stimulus_on,106641
!E TRIAL_EVENT_VAR stimulus_off,108648
TRIAL_END,109154
TRIALID,109169
!E TRIAL_EVENT_VAR fixation,109171
!E TRIAL_EVENT_VAR stimulus_on,110178
!E TRIAL_EVENT_VAR stimulus_off,112183
TRIAL_END,112690
TRIALID,112705
!E TRIAL_EVENT_VAR fixation,112707
!E TRIAL_EVENT_VAR stimulus_on,113715
!E TRIAL_EVENT_VAR stimulus_off,115720
TRIAL_END,116227
TRIALID,116242
!E TRIAL_EVENT_VAR fixation,116243
!E TRIAL_EVENT_VAR stimulus_on,117249
!E TRIAL_EVENT_VAR stimulus_off,119255
TRIAL_END,119763
TRIALID,122126
!E TRIAL_EVENT_VAR fixation,122128
!E TRIAL_EVENT_VAR stimulus_on,123137
!E TRIAL_EVENT_VAR stimulus_off,125144
TRIAL_END,125650
TRIALID,125666
!E TRIAL_EVENT_VAR fixation,125667
!E TRIAL_EVENT_VAR stimulus_on,126674
!E TRIAL_EVENT_VAR stimulus_off,128681
TRIAL_END,129187
TRIALID,129202
!E TRIAL_EVENT_VAR fixation,129204
!E TRIAL_EVENT_VAR stimulus_on,130212
!E TRIAL_EVENT_VAR stimulus_off,132217
TRIAL_END,132725
TRIALID,132739
!E TRIAL_EVENT_VAR fixation,132740
!E TRIAL_EVENT_VAR stimulus_on,133748
!E TRIAL_EVENT_VAR stimulus_off,135753
TRIAL_END,136260
TRIALID,136275
!E TRIAL_EVENT_VAR fixation,136276
!E TRIAL_EVENT_VAR stimulus_on,137284
!E TRIAL_EVENT_VAR stimulus_off,139289
TRIAL_END,139796
TRIALID,141726
!E TRIAL_EVENT_VAR fixation,141727
!E TRIAL_EVENT_VAR stimulus_on,142738
!E TRIAL_EVENT_VAR stimulus_off,144743
TRIAL_END,145251
TRIALID,145266
!E TRIAL_EVENT_VAR fixation,145267
!E TRIAL_EVENT_VAR stimulus_on,146275
!E TRIAL_EVENT_VAR stimulus_off,148281
TRIAL_END,148788
TRIALID,148802
!E TRIAL_EVENT_VAR fixation,148804
!E TRIAL_EVENT_VAR stimulus_on,149810
!E TRIAL_EVENT_VAR stimulus_off,151816
TRIAL_END,152323
TRIALID,152338
!E TRIAL_EVENT_VAR fixation,152339
!E TRIAL_EVENT_VAR stimulus_on,153347
!E TRIAL_EVENT_VAR stimulus_off,155353
TRIAL_END,155860
TRIALID,155874
!E TRIAL_EVENT_VAR fixation,155876
!E TRIAL_EVENT_VAR stimulus_on,156884
!E TRIAL_EVENT_VAR stimulus_off,158888
TRIAL_END,159396
