Event,RecordingTimestamp
TRIALID,38721
!E TRIAL_EVENT_VAR fixation,38723
!E TRIAL_EVENT_VAR stimulus_on,39731
!E TRIAL_EVENT_VAR stimulus_off,41738
TRIAL_END,42244
TRIALID,42261
!E TRIAL_EVENT_VAR fixation,42262
!E TRIAL_EVENT_VAR stimulus_on,43270
!E TRIAL_EVENT_VAR stimulus_off,45275
TRIAL_END,45782
TRIALID,45797
!E TRIAL_EVENT_VAR fixation,45799
!E TRIAL_EVENT_VAR stimulus_on,46806
!E TRIAL_EVENT_VAR stimulus_off,48811
TRIAL_END,49318
TRIALID,49333
!E TRIAL_EVENT_VAR fixation,49335
!E TRIAL_EVENT_VAR stimulus_on,50342
!E TRIAL_EVENT_VAR stimulus_off,52346
TRIAL_END,52853
TRIALID,52869
!E TRIAL_EVENT_VAR fixation,52871
!E TRIAL_EVENT_VAR stimulus_on,53878
!E TRIAL_EVENT_VAR stimulus_off,55883
TRIAL_END,56391
TRIALID,56406
!E TRIAL_EVENT_VAR fixation,56408
!E TRIAL_EVENT_VAR stimulus_on,57414
!E TRIAL_EVENT_VAR stimulus_off,59419
TRIAL_END,59927
TRIALID,62473
!E TRIAL_EVENT_VAR fixation,62474
!E TRIAL_EVENT_VAR stimulus_on,63485
!E TRIAL_EVENT_VAR stimulus_off,65491
TRIAL_END,65998
TRIALID,66014
!E TRIAL_EVENT_VAR fixation,66015
!E TRIAL_EVENT_VAR stimulus_on,67023
!E TRIAL_EVENT_VAR stimulus_off,69028
TRIAL_END,69536
TRIALID,69550
!E TRIAL_EVENT_VAR fixation,69551
!E TRIAL_EVENT_VAR stimulus_on,70557
!E TRIAL_EVENT_VAR stimulus_off,72562
TRIAL_END,73070
TRIALID,73086
!E TRIAL_EVENT_VAR fixation,73087
!E TRIAL_EVENT_VAR stimulus_on,74094
!E TRIAL_EVENT_VAR stimulus_off,76099
TRIAL_END,76607
TRIALID,76622
!E TRIAL_EVENT_VAR fixation,76623
!E TRIAL_EVENT_VAR stimulus_on,77631
!E TRIAL_EVENT_VAR stimulus_off,79635
TRIAL_END,80143
TRIALID,80158
!E TRIAL_EVENT_VAR fixation,80159
!E TRIAL_EVENT_VAR stimulus_on,81166
!E TRIAL_EVENT_VAR stimulus_off,83172
TRIAL_END,83679
TRIALID,83694
!E TRIAL_EVENT_VAR fixation,83696
!E TRIAL_EVENT_VAR stimulus_on,84702
!E TRIAL_EVENT_VAR stimulus_off,86708
TRIAL_END,87215
TRIALID,87230
!E TRIAL_EVENT_VAR fixation,87231
!E TRIAL_EVENT_VAR stimulus_on,88238
!E TRIAL_EVENT_VAR stimulus_off,90243
TRIAL_END,90751
TRIALID,93288
!E TRIAL_EVENT_VAR fixation,93289
!E TRIAL_EVENT_VAR stimulus_on,94300
!E TRIAL_EVENT_VAR stimulus_off,96305
TRIAL_END,96813
TRIALID,96821
!E TRIAL_EVENT_VAR fixation,96822
!E TRIAL_EVENT_VAR stimulus_on,97830
!E TRIAL_EVENT_VAR stimulus_off,99835
TRIAL_END,100344
TRIALID,100357
!E TRIAL_EVENT_VAR fixation,100359
!E TRIAL_EVENT_VAR stimulus_on,101365
!E TRIAL_EVENT_VAR stimulus_off,103371
TRIAL_END,103878
TRIALID,103892
!E TRIAL_EVENT_VAR fixation,103894
!E TRIAL_EVENT_VAR stimulus_on,104901
!E TRIAL_EVENT_VAR stimulus_off,106906
TRIAL_END,107413
TRIALID,107429
!E TRIAL_EVENT_VAR fixation,107430
!E TRIAL_EVENT_VAR stimulus_on,108438
!E TRIAL_EVENT_VAR stimulus_off,110447
TRIAL_END,110954
TRIALID,110965
!E TRIAL_EVENT_VAR fixation,110967
!E TRIAL_EVENT_VAR stimulus_on,111973
!E TRIAL_EVENT_VAR stimulus_off,113978
TRIAL_END,114485
TRIALID,114501
!E TRIAL_EVENT_VAR fixation,114502
!E TRIAL_EVENT_VAR stimulus_on,115509
!E TRIAL_EVENT_VAR stimulus_off,117515
TRIAL_END,118022
TRIALID,118037
!E TRIAL_EVENT_VAR fixation,118039
!E TRIAL_EVENT_VAR stimulus_on,119046
!E TRIAL_EVENT_VAR stimulus_off,121050
TRIAL_END,121558
TRIALID,121573
!E TRIAL_EVENT_VAR fixation,121575
!E TRIAL_EVENT_VAR stimulus_on,122581
!E TRIAL_EVENT_VAR stimulus_off,124586
TRIAL_END,125094
TRIALID,125110
!E TRIAL_EVENT_VAR fixation,125111
!E TRIAL_EVENT_VAR stimulus_on,126117
!E TRIAL_EVENT_VAR stimulus_off,128121
TRIAL_END,128629
TRIALID,128646
!E TRIAL_EVENT_VAR fixation,128650
!E TRIAL_EVENT_VAR stimulus_on,129658
!E TRIAL_EVENT_VAR stimulus_off,131663
TRIAL_END,132171
TRIALID,134565
!E TRIAL_EVENT_VAR fixation,134567
!E TRIAL_EVENT_VAR stimulus_on,135576
!E TRIAL_EVENT_VAR stimulus_off,137582
TRIAL_END,138090
TRIALID,138103
!E TRIAL_EVENT_VAR fixation,138105
!E TRIAL_EVENT_VAR stimulus_on,139111
!E TRIAL_EVENT_VAR stimulus_off,141118
TRIAL_END,141624
TRIALID,141639
!E TRIAL_EVENT_VAR fixation,141641
!E TRIAL_EVENT_VAR stimulus_on,142647
!E TRIAL_EVENT_VAR stimulus_off,144652
TRIAL_END,145160
TRIALID,145175
!E TRIAL_EVENT_VAR fixation,145177
!E TRIAL_EVENT_VAR stimulus_on,146184
!E TRIAL_EVENT_VAR stimulus_off,148189
TRIAL_END,148697
