Event,RecordingTimestamp
TRIALID,72169
!E TRIAL_EVENT_VAR fixation,72174
!E TRIAL_EVENT_VAR stimulus_on,73184
!E TRIAL_EVENT_VAR stimulus_off,75189
TRIAL_END,75697
TRIALID,75707
!E TRIAL_EVENT_VAR fixation,75708
!E TRIAL_EVENT_VAR stimulus_on,76716
!E TRIAL_EVENT_VAR stimulus_off,78722
TRIAL_END,79235
TRIALID,79243
!E TRIAL_EVENT_VAR fixation,79245
!E TRIAL_EVENT_VAR stimulus_on,80252
!E TRIAL_EVENT_VAR stimulus_off,82257
TRIAL_END,82765
TRIALID,82779
!E TRIAL_EVENT_VAR fixation,82780
!E TRIAL_EVENT_VAR stimulus_on,83787
!E TRIAL_EVENT_VAR stimulus_off,85792
TRIAL_END,86299
TRIALID,86315
!E TRIAL_EVENT_VAR fixation,86316
!E TRIAL_EVENT_VAR stimulus_on,87324
!E TRIAL_EVENT_VAR stimulus_off,89330
TRIAL_END,89838
TRIALID,89852
!E TRIAL_EVENT_VAR fixation,89853
!E TRIAL_EVENT_VAR stimulus_on,90860
!E TRIAL_EVENT_VAR stimulus_off,92865
TRIAL_END,93372
TRIALID,93387
!E TRIAL_EVENT_VAR fixation,93389
!E TRIAL_EVENT_VAR stimulus_on,94396
!E TRIAL_EVENT_VAR stimulus_off,96400
TRIAL_END,96907
TRIALID,96924
!E TRIAL_EVENT_VAR fixation,96926
!E TRIAL_EVENT_VAR stimulus_on,97932
!E TRIAL_EVENT_VAR stimulus_off,99938
TRIAL_END,100445
TRIALID,100460
!E TRIAL_EVENT_VAR fixation,100462
!E TRIAL_EVENT_VAR stimulus_on,101469
!E TRIAL_EVENT_VAR stimulus_off,103475
TRIAL_END,103981
TRIALID,109592
!E TRIAL_EVENT_VAR fixation,109596
!E TRIAL_EVENT_VAR stimulus_on,110608
!E TRIAL_EVENT_VAR stimulus_off,112615
TRIAL_END,113122
TRIALID,113137
!E TRIAL_EVENT_VAR fixation,113139
!E TRIAL_EVENT_VAR stimulus_on,114147
!E TRIAL_EVENT_VAR stimulus_off,116152
TRIAL_END,116659
TRIALID,116673
!E TRIAL_EVENT_VAR fixation,116675
!E TRIAL_EVENT_VAR stimulus_on,117682
!E TRIAL_EVENT_VAR stimulus_off,119687
TRIAL_END,120195
TRIALID,120210
!E TRIAL_EVENT_VAR fixation,120211
!E TRIAL_EVENT_VAR stimulus_on,121219
!E TRIAL_EVENT_VAR stimulus_off,123224
TRIAL_END,123732
TRIALID,123746
