Event,RecordingTimestamp
TRIALID,41640.498
!E TRIAL_EVENT_VAR fixation,41646.678
!E TRIAL_EVENT_VAR stimulus_onset,42682.037
!E TRIAL_EVENT_VAR stimulus_offset,43710.183
TRIAL_END,43714.281
TRIALID,43715.306
!E TRIAL_EVENT_VAR fixation,43720.438
!E TRIAL_EVENT_VAR stimulus_onset,44753.55
!E TRIAL_EVENT_VAR stimulus_offset,45781.642
TRIAL_END,45785.726
TRIALID,45787.775
!E TRIAL_EVENT_VAR fixation,45796.995
!E TRIAL_EVENT_VAR stimulus_onset,46829.693
!E TRIAL_EVENT_VAR stimulus_offset,47858.661
TRIAL_END,47862.788
TRIALID,47863.813
!E TRIAL_EVENT_VAR fixation,47868.961
!E TRIAL_EVENT_VAR stimulus_onset,48901.186
!E TRIAL_EVENT_VAR stimulus_offset,49930.662
TRIAL_END,49934.735
TRIALID,49936.788
!E TRIAL_EVENT_VAR fixation,49940.907
!E TRIAL_EVENT_VAR stimulus_onset,50975.477
!E TRIAL_EVENT_VAR stimulus_offset,52003.364
TRIAL_END,52007.434
TRIALID,53047.076
!E TRIAL_EVENT_VAR fixation,53051.191
!E TRIAL_EVENT_VAR stimulus_onset,54086.682
!E TRIAL_EVENT_VAR stimulus_offset,55115.555
TRIAL_END,55119.651
TRIALID,55120.679
!E TRIAL_EVENT_VAR fixation,55127.848
!E TRIAL_EVENT_VAR stimulus_onset,56161.192
!E TRIAL_EVENT_VAR stimulus_offset,57189.146
TRIAL_END,57193.246
TRIALID,57194.27
!E TRIAL_EVENT_VAR fixation,57199.399
!E TRIAL_EVENT_VAR stimulus_onset,58233.336
!E TRIAL_EVENT_VAR stimulus_offset,59261.611
TRIAL_END,59265.685
TRIALID,59266.682
!E TRIAL_EVENT_VAR fixation,59271.857
!E TRIAL_EVENT_VAR stimulus_onset,60304.857
!E TRIAL_EVENT_VAR stimulus_offset,61332.976
TRIAL_END,61337.068
