Event,RecordingTimestamp
TRIALID,41661
!E TRIAL_EVENT_VAR fixation,41667
!E TRIAL_EVENT_VAR stimulus_onset,42680
!E TRIAL_EVENT_VAR stimulus_offset,43683
TRIAL_END,43688
TRIALID,43689
!E TRIAL_EVENT_VAR fixation,43703
!E TRIAL_EVENT_VAR stimulus_onset,44714
!E TRIAL_EVENT_VAR stimulus_offset,45718
TRIAL_END,45723
TRIALID,45724
!E TRIAL_EVENT_VAR fixation,45738
!E TRIAL_EVENT_VAR stimulus_onset,46747
!E TRIAL_EVENT_VAR stimulus_offset,47750
TRIAL_END,47755
TRIALID,47756
!E TRIAL_EVENT_VAR fixation,47773
!E TRIAL_EVENT_VAR stimulus_onset,48781
!E TRIAL_EVENT_VAR stimulus_offset,49785
TRIAL_END,49789
TRIALID,49791
!E TRIAL_EVENT_VAR fixation,49808
!E TRIAL_EVENT_VAR stimulus_onset,50815
!E TRIAL_EVENT_VAR stimulus_offset,51820
TRIAL_END,51825
TRIALID,51826
!E TRIAL_EVENT_VAR fixation,51844
!E TRIAL_EVENT_VAR stimulus_onset,52851
!E TRIAL_EVENT_VAR stimulus_offset,53854
TRIAL_END,53858
TRIALID,53860
!E TRIAL_EVENT_VAR fixation,53879
!E TRIAL_EVENT_VAR stimulus_onset,54885
!E TRIAL_EVENT_VAR stimulus_offset,55889
TRIAL_END,55893
TRIALID,55895
!E TRIAL_EVENT_VAR fixation,55914
!E TRIAL_EVENT_VAR stimulus_onset,56920
!E TRIAL_EVENT_VAR stimulus_offset,57924
TRIAL_END,57928
TRIALID,57930
!E TRIAL_EVENT_VAR fixation,57948
!E TRIAL_EVENT_VAR stimulus_onset,58955
!E TRIAL_EVENT_VAR stimulus_offset,59960
TRIAL_END,59964
TRIALID,59965
!E TRIAL_EVENT_VAR fixation,59985
!E TRIAL_EVENT_VAR stimulus_onset,60996
!E TRIAL_EVENT_VAR stimulus_offset,61999
TRIAL_END,62004
TRIALID,66996
!E TRIAL_EVENT_VAR fixation,67001
!E TRIAL_EVENT_VAR stimulus_onset,68009
!E TRIAL_EVENT_VAR stimulus_offset,69013
TRIAL_END,69017
TRIALID,69019
!E TRIAL_EVENT_VAR fixation,69026
!E TRIAL_EVENT_VAR stimulus_onset,70033
!E TRIAL_EVENT_VAR stimulus_offset,71038
TRIAL_END,71043
TRIALID,71044
!E TRIAL_EVENT_VAR fixation,71060
!E TRIAL_EVENT_VAR stimulus_onset,72066
!E TRIAL_EVENT_VAR stimulus_offset,73070
TRIAL_END,73074
TRIALID,73076
!E TRIAL_EVENT_VAR fixation,73094
!E TRIAL_EVENT_VAR stimulus_onset,74102
!E TRIAL_EVENT_VAR stimulus_offset,75106
TRIAL_END,75110
TRIALID,75112
!E TRIAL_EVENT_VAR fixation,75129
!E TRIAL_EVENT_VAR stimulus_onset,76136
!E TRIAL_EVENT_VAR stimulus_offset,77141
TRIAL_END,77145
TRIALID,77147
!E TRIAL_EVENT_VAR fixation,77165
!E TRIAL_EVENT_VAR stimulus_onset,78171
!E TRIAL_EVENT_VAR stimulus_offset,79175
TRIAL_END,79179
