Event,RecordingTimestamp
TRIALID,77600
!E TRIAL_EVENT_VAR fixation,77603
!E TRIAL_EVENT_VAR stimulus_on,7
!E TRIAL_EVENT_VAR stimulus_off,3500
TRIAL_END,3505
TRIALID,3510
!E TRIAL_EVENT_VAR fixation,3512
!E TRIAL_EVENT_VAR stimulus_on,7
!E TRIAL_EVENT_VAR stimulus_off,3500
TRIAL_END,3506
TRIALID,3511
!E TRIAL_EVENT_VAR fixation,3517
!E TRIAL_EVENT_VAR stimulus_on,7
!E TRIAL_EVENT_VAR stimulus_off,3500
TRIAL_END,3505
TRIALID,3510
!E TRIAL_EVENT_VAR fixation,3512
!E TRIAL_EVENT_VAR stimulus_on,5
!E TRIAL_EVENT_VAR stimulus_off,3500
TRIAL_END,3505
TRIALID,3510
!E TRIAL_EVENT_VAR fixation,3512
!E TRIAL_EVENT_VAR stimulus_on,6
!E TRIAL_EVENT_VAR stimulus_off,3501
TRIAL_END,3506
TRIALID,3512
!E TRIAL_EVENT_VAR fixation,3513
!E TRIAL_EVENT_VAR stimulus_on,6
!E TRIAL_EVENT_VAR stimulus_off,3500
TRIAL_END,3505
TRIALID,3511
!E TRIAL_EVENT_VAR fixation,3512
!E TRIAL_EVENT_VAR stimulus_on,6
!E TRIAL_EVENT_VAR stimulus_off,3501
TRIAL_END,3506
TRIALID,3512
!E TRIAL_EVENT_VAR fixation,3513
!E TRIAL_EVENT_VAR stimulus_on,6
!E TRIAL_EVENT_VAR stimulus_off,3501
TRIAL_END,3506
TRIALID,3512
!E TRIAL_EVENT_VAR fixation,3513
!E TRIAL_EVENT_VAR stimulus_on,7
!E TRIAL_EVENT_VAR stimulus_off,3501
TRIAL_END,3506
TRIALID,3511
!E TRIAL_EVENT_VAR fixation,3513
!E TRIAL_EVENT_VAR stimulus_on,6
!E TRIAL_EVENT_VAR stimulus_off,3501
TRIAL_END,3506
TRIALID,3512
!E TRIAL_EVENT_VAR fixation,3513
!E TRIAL_EVENT_VAR stimulus_on,6
!E TRIAL_EVENT_VAR stimulus_off,3500
TRIAL_END,3505
TRIALID,3511
!E TRIAL_EVENT_VAR fixation,3512
!E TRIAL_EVENT_VAR stimulus_on,6
!E TRIAL_EVENT_VAR stimulus_off,3500
TRIAL_END,3505
TRIALID,3511
!E TRIAL_EVENT_VAR fixation,3516
!E TRIAL_EVENT_VAR stimulus_on,6
!E TRIAL_EVENT_VAR stimulus_off,3501
TRIAL_END,3506
TRIALID,3512
!E TRIAL_EVENT_VAR fixation,3513
!E TRIAL_EVENT_VAR stimulus_on,6
!E TRIAL_EVENT_VAR stimulus_off,3501
TRIAL_END,3506
