Event,RecordingTimestamp
TRIALID,82675
!E TRIAL_EVENT_VAR fixation,82678
!E TRIAL_EVENT_VAR stimulus_on,83686
!E TRIAL_EVENT_VAR stimulus_off,85690
TRIAL_END,86198
TRIALID,86216
!E TRIAL_EVENT_VAR fixation,86218
!E TRIAL_EVENT_VAR stimulus_on,87225
!E TRIAL_EVENT_VAR stimulus_off,89230
TRIAL_END,89738
TRIALID,89754
!E TRIAL_EVENT_VAR fixation,89756
!E TRIAL_EVENT_VAR stimulus_on,90763
!E TRIAL_EVENT_VAR stimulus_off,92767
TRIAL_END,93275
TRIALID,93290
!E TRIAL_EVENT_VAR fixation,93291
!E TRIAL_EVENT_VAR stimulus_on,94299
!E TRIAL_EVENT_VAR stimulus_off,96304
TRIAL_END,96812
TRIALID,96825
!E TRIAL_EVENT_VAR fixation,96827
!E TRIAL_EVENT_VAR stimulus_on,97833
!E TRIAL_EVENT_VAR stimulus_off,99838
TRIAL_END,100346
TRIALID,100362
!E TRIAL_EVENT_VAR fixation,100363
!E TRIAL_EVENT_VAR stimulus_on,101371
!E TRIAL_EVENT_VAR stimulus_off,103374
TRIAL_END,103882
TRIALID,103898
!E TRIAL_EVENT_VAR fixation,103899
!E TRIAL_EVENT_VAR stimulus_on,104906
!E TRIAL_EVENT_VAR stimulus_off,106911
TRIAL_END,107418
TRIALID,107433
!E TRIAL_EVENT_VAR fixation,107435
!E TRIAL_EVENT_VAR stimulus_on,108441
!E TRIAL_EVENT_VAR stimulus_off,110446
TRIAL_END,110952
TRIALID,110968
!E TRIAL_EVENT_VAR fixation,110970
!E TRIAL_EVENT_VAR stimulus_on,111977
!E TRIAL_EVENT_VAR stimulus_off,113982
TRIAL_END,114490
TRIALID,114505
!E TRIAL_EVENT_VAR fixation,114506
!E TRIAL_EVENT_VAR stimulus_on,115512
!E TRIAL_EVENT_VAR stimulus_off,117516
TRIAL_END,118023
TRIALID,118040
!E TRIAL_EVENT_VAR fixation,118042
!E TRIAL_EVENT_VAR stimulus_on,119049
!E TRIAL_EVENT_VAR stimulus_off,121053
TRIAL_END,121561
TRIALID,127549
!E TRIAL_EVENT_VAR fixation,127551
!E TRIAL_EVENT_VAR stimulus_on,128561
!E TRIAL_EVENT_VAR stimulus_off,130565
TRIAL_END,131073
TRIALID,131082
!E TRIAL_EVENT_VAR fixation,131084
!E TRIAL_EVENT_VAR stimulus_on,132090
!E TRIAL_EVENT_VAR stimulus_off,134094
TRIAL_END,134602
TRIALID,134619
!E TRIAL_EVENT_VAR fixation,134620
!E TRIAL_EVENT_VAR stimulus_on,135626
!E TRIAL_EVENT_VAR stimulus_off,137631
TRIAL_END,138138
TRIALID,138153
!E TRIAL_EVENT_VAR fixation,138155
!E TRIAL_EVENT_VAR stimulus_on,139162
!E TRIAL_EVENT_VAR stimulus_off,141166
TRIAL_END,141674
TRIALID,143946
!E TRIAL_EVENT_VAR fixation,143948
!E TRIAL_EVENT_VAR stimulus_on,144958
!E TRIAL_EVENT_VAR stimulus_off,146963
TRIAL_END,147469
TRIALID,147477
!E TRIAL_EVENT_VAR fixation,147478
!E TRIAL_EVENT_VAR stimulus_on,148486
!E TRIAL_EVENT_VAR stimulus_off,150491
TRIAL_END,150998
TRIALID,151012
!E TRIAL_EVENT_VAR fixation,151014
!E TRIAL_EVENT_VAR stimulus_on,152021
!E TRIAL_EVENT_VAR stimulus_off,154026
TRIAL_END,154533
TRIALID,154549
!E TRIAL_EVENT_VAR fixation,154551
!E TRIAL_EVENT_VAR stimulus_on,155557
!E TRIAL_EVENT_VAR stimulus_off,157562
TRIAL_END,158069
TRIALID,158084
!E TRIAL_EVENT_VAR fixation,158085
!E TRIAL_EVENT_VAR stimulus_on,159093
!E TRIAL_EVENT_VAR stimulus_off,161098
TRIAL_END,161605
TRIALID,161621
!E TRIAL_EVENT_VAR fixation,161621
!E TRIAL_EVENT_VAR stimulus_on,162628
!E TRIAL_EVENT_VAR stimulus_off,164634
TRIAL_END,165141
TRIALID,167103
!E TRIAL_EVENT_VAR fixation,167105
!E TRIAL_EVENT_VAR stimulus_on,168115
!E TRIAL_EVENT_VAR stimulus_off,170120
TRIAL_END,170627
TRIALID,170643
!E TRIAL_EVENT_VAR fixation,170645
!E TRIAL_EVENT_VAR stimulus_on,171653
!E TRIAL_EVENT_VAR stimulus_off,173658
TRIAL_END,174166
TRIALID,174179
!E TRIAL_EVENT_VAR fixation,174180
!E TRIAL_EVENT_VAR stimulus_on,175188
!E TRIAL_EVENT_VAR stimulus_off,177193
TRIAL_END,177700
TRIALID,177715
!E TRIAL_EVENT_VAR fixation,177716
!E TRIAL_EVENT_VAR stimulus_on,178723
!E TRIAL_EVENT_VAR stimulus_off,180728
TRIAL_END,181234
TRIALID,181250
!E TRIAL_EVENT_VAR fixation,181251
!E TRIAL_EVENT_VAR stimulus_on,182259
!E TRIAL_EVENT_VAR stimulus_off,184263
TRIAL_END,184771
TRIALID,184787
!E TRIAL_EVENT_VAR fixation,184788
!E TRIAL_EVENT_VAR stimulus_on,185795
!E TRIAL_EVENT_VAR stimulus_off,187800
TRIAL_END,188307
TRIALID,188322
!E TRIAL_EVENT_VAR fixation,188324
!E TRIAL_EVENT_VAR stimulus_on,189331
!E TRIAL_EVENT_VAR stimulus_off,191336
TRIAL_END,191843
TRIALID,191858
!E TRIAL_EVENT_VAR fixation,191860
!E TRIAL_EVENT_VAR stimulus_on,192867
!E TRIAL_EVENT_VAR stimulus_off,194872
TRIAL_END,195379
TRIALID,195395
!E TRIAL_EVENT_VAR fixation,195396
!E TRIAL_EVENT_VAR stimulus_on,196404
!E TRIAL_EVENT_VAR stimulus_off,198408
TRIAL_END,198915
TRIALID,198931
!E TRIAL_EVENT_VAR fixation,198932
!E TRIAL_EVENT_VAR stimulus_on,199940
!E TRIAL_EVENT_VAR stimulus_off,201945
TRIAL_END,202452
TRIALID,202467
!E TRIAL_EVENT_VAR fixation,202469
!E TRIAL_EVENT_VAR stimulus_on,203476
!E TRIAL_EVENT_VAR stimulus_off,205481
TRIAL_END,205988
TRIALID,206003
!E TRIAL_EVENT_VAR fixation,206005
!E TRIAL_EVENT_VAR stimulus_on,207012
!E TRIAL_EVENT_VAR stimulus_off,209017
TRIAL_END,209524
TRIALID,209540
!E TRIAL_EVENT_VAR fixation,209541
!E TRIAL_EVENT_VAR stimulus_on,210548
!E TRIAL_EVENT_VAR stimulus_off,212554
TRIAL_END,213061
TRIALID,213076
!E TRIAL_EVENT_VAR fixation,213078
!E TRIAL_EVENT_VAR stimulus_on,214084
!E TRIAL_EVENT_VAR stimulus_off,216090
TRIAL_END,216598
TRIALID,216612
!E TRIAL_EVENT_VAR fixation,216614
!E TRIAL_EVENT_VAR stimulus_on,217620
!E TRIAL_EVENT_VAR stimulus_off,219625
TRIAL_END,220132
