Event,RecordingTimestamp
TRIALID,29171
!E TRIAL_EVENT_VAR fixation,29173
!E TRIAL_EVENT_VAR stimulus_on,30184
!E TRIAL_EVENT_VAR stimulus_off,32189
TRIAL_END,32696
TRIALID,32711
!E TRIAL_EVENT_VAR fixation,32712
!E TRIAL_EVENT_VAR stimulus_on,33718
!E TRIAL_EVENT_VAR stimulus_off,35724
TRIAL_END,36231
TRIALID,36247
!E TRIAL_EVENT_VAR fixation,36248
!E TRIAL_EVENT_VAR stimulus_on,37257
!E TRIAL_EVENT_VAR stimulus_off,39262
TRIAL_END,39770
TRIALID,39783
!E TRIAL_EVENT_VAR fixation,39784
!E TRIAL_EVENT_VAR stimulus_on,40791
!E TRIAL_EVENT_VAR stimulus_off,42796
TRIAL_END,43303
TRIALID,43319
!E TRIAL_EVENT_VAR fixation,43320
!E TRIAL_EVENT_VAR stimulus_on,44328
!E TRIAL_EVENT_VAR stimulus_off,46333
TRIAL_END,46840
TRIALID,46855
!E TRIAL_EVENT_VAR fixation,46857
!E TRIAL_EVENT_VAR stimulus_on,47863
!E TRIAL_EVENT_VAR stimulus_off,49868
TRIAL_END,50376
TRIALID,50392
!E TRIAL_EVENT_VAR fixation,50393
!E TRIAL_EVENT_VAR stimulus_on,51400
!E TRIAL_EVENT_VAR stimulus_off,53405
TRIAL_END,53912
TRIALID,55859
!E TRIAL_EVENT_VAR fixation,55861
!E TRIAL_EVENT_VAR stimulus_on,56871
!E TRIAL_EVENT_VAR stimulus_off,58877
TRIAL_END,59383
TRIALID,59399
!E TRIAL_EVENT_VAR fixation,59400
!E TRIAL_EVENT_VAR stimulus_on,60409
!E TRIAL_EVENT_VAR stimulus_off,62414
TRIAL_END,62922
TRIALID,62935
!E TRIAL_EVENT_VAR fixation,62937
!E TRIAL_EVENT_VAR stimulus_on,63944
!E TRIAL_EVENT_VAR stimulus_off,65948
TRIAL_END,66456
TRIALID,66471
!E TRIAL_EVENT_VAR fixation,66473
!E TRIAL_EVENT_VAR stimulus_on,67480
!E TRIAL_EVENT_VAR stimulus_off,69485
TRIAL_END,69993
TRIALID,70008
!E TRIAL_EVENT_VAR fixation,70009
!E TRIAL_EVENT_VAR stimulus_on,71016
!E TRIAL_EVENT_VAR stimulus_off,73022
TRIAL_END,73529
TRIALID,73544
!E TRIAL_EVENT_VAR fixation,73545
!E TRIAL_EVENT_VAR stimulus_on,74552
!E TRIAL_EVENT_VAR stimulus_off,76557
TRIAL_END,77064
TRIALID,77080
!E TRIAL_EVENT_VAR fixation,77081
!E TRIAL_EVENT_VAR stimulus_on,78089
!E TRIAL_EVENT_VAR stimulus_off,80094
TRIAL_END,80601
TRIALID,80616
!E TRIAL_EVENT_VAR fixation,80618
!E TRIAL_EVENT_VAR stimulus_on,81626
!E TRIAL_EVENT_VAR stimulus_off,83630
TRIAL_END,84137
TRIALID,84152
!E TRIAL_EVENT_VAR fixation,84154
!E TRIAL_EVENT_VAR stimulus_on,85162
!E TRIAL_EVENT_VAR stimulus_off,87167
TRIAL_END,87674
TRIALID,87689
!E TRIAL_EVENT_VAR fixation,87690
!E TRIAL_EVENT_VAR stimulus_on,88697
!E TRIAL_EVENT_VAR stimulus_off,90703
TRIAL_END,91210
TRIALID,91225
!E TRIAL_EVENT_VAR fixation,91226
!E TRIAL_EVENT_VAR stimulus_on,92235
!E TRIAL_EVENT_VAR stimulus_off,94240
TRIAL_END,94749
TRIALID,94762
!E TRIAL_EVENT_VAR fixation,94764
!E TRIAL_EVENT_VAR stimulus_on,95770
!E TRIAL_EVENT_VAR stimulus_off,97776
TRIAL_END,98282
TRIALID,100611
!E TRIAL_EVENT_VAR fixation,100612
!E TRIAL_EVENT_VAR stimulus_on,101623
!E TRIAL_EVENT_VAR stimulus_off,103627
TRIAL_END,104134
TRIALID,104151
!E TRIAL_EVENT_VAR fixation,104151
!E TRIAL_EVENT_VAR stimulus_on,105161
!E TRIAL_EVENT_VAR stimulus_off,107165
TRIAL_END,107673
TRIALID,107689
!E TRIAL_EVENT_VAR fixation,107691
!E TRIAL_EVENT_VAR stimulus_on,108698
!E TRIAL_EVENT_VAR stimulus_off,110703
TRIAL_END,111210
TRIALID,111225
!E TRIAL_EVENT_VAR fixation,111226
!E TRIAL_EVENT_VAR stimulus_on,112235
!E TRIAL_EVENT_VAR stimulus_off,114240
TRIAL_END,114746
TRIALID,114761
!E TRIAL_EVENT_VAR fixation,114762
!E TRIAL_EVENT_VAR stimulus_on,115771
!E TRIAL_EVENT_VAR stimulus_off,117776
TRIAL_END,118283
TRIALID,118298
!E TRIAL_EVENT_VAR fixation,118299
!E TRIAL_EVENT_VAR stimulus_on,119305
!E TRIAL_EVENT_VAR stimulus_off,121310
TRIAL_END,121818
TRIALID,121834
!E TRIAL_EVENT_VAR fixation,121836
!E TRIAL_EVENT_VAR stimulus_on,122842
!E TRIAL_EVENT_VAR stimulus_off,124847
TRIAL_END,125355
TRIALID,125370
!E TRIAL_EVENT_VAR fixation,125372
!E TRIAL_EVENT_VAR stimulus_on,126379
!E TRIAL_EVENT_VAR stimulus_off,128384
TRIAL_END,128890
TRIALID,128906
!E TRIAL_EVENT_VAR fixation,128907
!E TRIAL_EVENT_VAR stimulus_on,129915
!E TRIAL_EVENT_VAR stimulus_off,131921
TRIAL_END,132429
TRIALID,132442
!E TRIAL_EVENT_VAR fixation,132444
!E TRIAL_EVENT_VAR stimulus_on,133450
!E TRIAL_EVENT_VAR stimulus_off,135455
TRIAL_END,135962
TRIALID,135978
!E TRIAL_EVENT_VAR fixation,135980
!E TRIAL_EVENT_VAR stimulus_on,136988
!E TRIAL_EVENT_VAR stimulus_off,138993
TRIAL_END,139501
TRIALID,139515
!E TRIAL_EVENT_VAR fixation,139517
!E TRIAL_EVENT_VAR stimulus_on,140523
!E TRIAL_EVENT_VAR stimulus_off,142529
TRIAL_END,143036
TRIALID,146443
!E TRIAL_EVENT_VAR fixation,146444
!E TRIAL_EVENT_VAR stimulus_on,147455
!E TRIAL_EVENT_VAR stimulus_off,149460
TRIAL_END,149968
TRIALID,149988
!E TRIAL_EVENT_VAR fixation,149990
!E TRIAL_EVENT_VAR stimulus_on,150997
!E TRIAL_EVENT_VAR stimulus_off,153002
TRIAL_END,153510
TRIALID,153526
!E TRIAL_EVENT_VAR fixation,153528
!E TRIAL_EVENT_VAR stimulus_on,154536
!E TRIAL_EVENT_VAR stimulus_off,156541
TRIAL_END,157048
TRIALID,157063
!E TRIAL_EVENT_VAR fixation,157063
!E TRIAL_EVENT_VAR stimulus_on,158071
!E TRIAL_EVENT_VAR stimulus_off,160077
TRIAL_END,160584
TRIALID,160599
!E TRIAL_EVENT_VAR fixation,160600
!E TRIAL_EVENT_VAR stimulus_on,161606
!E TRIAL_EVENT_VAR stimulus_off,163612
TRIAL_END,164119
TRIALID,164135
!E TRIAL_EVENT_VAR fixation,164136
!E TRIAL_EVENT_VAR stimulus_on,165143
!E TRIAL_EVENT_VAR stimulus_off,167150
TRIAL_END,167656
TRIALID,167671
!E TRIAL_EVENT_VAR fixation,167673
!E TRIAL_EVENT_VAR stimulus_on,168679
!E TRIAL_EVENT_VAR stimulus_off,170683
TRIAL_END,171190
TRIALID,171207
!E TRIAL_EVENT_VAR fixation,171208
!E TRIAL_EVENT_VAR stimulus_on,172215
!E TRIAL_EVENT_VAR stimulus_off,174221
TRIAL_END,174727
TRIALID,174744
!E TRIAL_EVENT_VAR fixation,174745
!E TRIAL_EVENT_VAR stimulus_on,175753
!E TRIAL_EVENT_VAR stimulus_off,177757
TRIAL_END,178265
TRIALID,178280
!E TRIAL_EVENT_VAR fixation,178282
!E TRIAL_EVENT_VAR stimulus_on,179289
!E TRIAL_EVENT_VAR stimulus_off,181294
TRIAL_END,181801
TRIALID,181816
!E TRIAL_EVENT_VAR fixation,181818
!E TRIAL_EVENT_VAR stimulus_on,182824
!E TRIAL_EVENT_VAR stimulus_off,184829
TRIAL_END,185337
TRIALID,185352
!E TRIAL_EVENT_VAR fixation,185353
!E TRIAL_EVENT_VAR stimulus_on,186360
!E TRIAL_EVENT_VAR stimulus_off,188366
TRIAL_END,188873
TRIALID,188888
!E TRIAL_EVENT_VAR fixation,188890
!E TRIAL_EVENT_VAR stimulus_on,189897
!E TRIAL_EVENT_VAR stimulus_off,191902
TRIAL_END,192409
TRIALID,192425
!E TRIAL_EVENT_VAR fixation,192426
!E TRIAL_EVENT_VAR stimulus_on,193434
!E TRIAL_EVENT_VAR stimulus_off,195438
TRIAL_END,195946
TRIALID,195961
!E TRIAL_EVENT_VAR fixation,195963
!E TRIAL_EVENT_VAR stimulus_on,196969
!E TRIAL_EVENT_VAR stimulus_off,198974
TRIAL_END,199482
TRIALID,199497
!E TRIAL_EVENT_VAR fixation,199498
!E TRIAL_EVENT_VAR stimulus_on,200506
!E TRIAL_EVENT_VAR stimulus_off,202512
TRIAL_END,203019
TRIALID,203033
!E TRIAL_EVENT_VAR fixation,203035
!E TRIAL_EVENT_VAR stimulus_on,204042
!E TRIAL_EVENT_VAR stimulus_off,206047
TRIAL_END,206554
TRIALID,206569
