Event,RecordingTimestamp
TRIALID,33947
!E TRIAL_EVENT_VAR fixation,33953
!E TRIAL_EVENT_VAR stimulus_on,34964
!E TRIAL_EVENT_VAR stimulus_off,36970
TRIAL_END,37477
TRIALID,37491
!E TRIAL_EVENT_VAR fixation,37493
!E TRIAL_EVENT_VAR stimulus_on,38499
!E TRIAL_EVENT_VAR stimulus_off,40504
TRIAL_END,41012
TRIALID,41027
!E TRIAL_EVENT_VAR fixation,41028
!E TRIAL_EVENT_VAR stimulus_on,42036
!E TRIAL_EVENT_VAR stimulus_off,44041
TRIAL_END,44548
TRIALID,44563
!E TRIAL_EVENT_VAR fixation,44565
!E TRIAL_EVENT_VAR stimulus_on,45572
!E TRIAL_EVENT_VAR stimulus_off,47579
TRIAL_END,48086
TRIALID,48099
!E TRIAL_EVENT_VAR fixation,48101
!E TRIAL_EVENT_VAR stimulus_on,49107
!E TRIAL_EVENT_VAR stimulus_off,51112
TRIAL_END,51619
TRIALID,55394
!E TRIAL_EVENT_VAR fixation,55395
!E TRIAL_EVENT_VAR stimulus_on,56406
!E TRIAL_EVENT_VAR stimulus_off,58411
TRIAL_END,58918
TRIALID,58925
!E TRIAL_EVENT_VAR fixation,58927
!E TRIAL_EVENT_VAR stimulus_on,59934
!E TRIAL_EVENT_VAR stimulus_off,61940
TRIAL_END,62448
TRIALID,62461
!E TRIAL_EVENT_VAR fixation,62463
!E TRIAL_EVENT_VAR stimulus_on,63470
!E TRIAL_EVENT_VAR stimulus_off,65475
TRIAL_END,65983
TRIALID,65997
!E TRIAL_EVENT_VAR fixation,65998
!E TRIAL_EVENT_VAR stimulus_on,67006
!E TRIAL_EVENT_VAR stimulus_off,69011
TRIAL_END,69518
TRIALID,69533
!E TRIAL_EVENT_VAR fixation,69535
!E TRIAL_EVENT_VAR stimulus_on,70543
!E TRIAL_EVENT_VAR stimulus_off,72548
TRIAL_END,73056
TRIALID,73070
!E TRIAL_EVENT_VAR fixation,73072
!E TRIAL_EVENT_VAR stimulus_on,74078
!E TRIAL_EVENT_VAR stimulus_off,76085
TRIAL_END,76593
TRIALID,76606
!E TRIAL_EVENT_VAR fixation,76608
!E TRIAL_EVENT_VAR stimulus_on,77615
!E TRIAL_EVENT_VAR stimulus_off,79621
TRIAL_END,80128
TRIALID,80142
!E TRIAL_EVENT_VAR fixation,80144
!E TRIAL_EVENT_VAR stimulus_on,81150
!E TRIAL_EVENT_VAR stimulus_off,83157
TRIAL_END,83663
TRIALID,83678
!E TRIAL_EVENT_VAR fixation,83680
!E TRIAL_EVENT_VAR stimulus_on,84687
!E TRIAL_EVENT_VAR stimulus_off,86692
TRIAL_END,87200
TRIALID,87215
!E TRIAL_EVENT_VAR fixation,87216
!E TRIAL_EVENT_VAR stimulus_on,88223
!E TRIAL_EVENT_VAR stimulus_off,90229
TRIAL_END,90736
TRIALID,90751
!E TRIAL_EVENT_VAR fixation,90753
!E TRIAL_EVENT_VAR stimulus_on,91759
!E TRIAL_EVENT_VAR stimulus_off,93768
TRIAL_END,94276
TRIALID,94287
!E TRIAL_EVENT_VAR fixation,94289
!E TRIAL_EVENT_VAR stimulus_on,95295
!E TRIAL_EVENT_VAR stimulus_off,97300
TRIAL_END,97808
TRIALID,97824
!E TRIAL_EVENT_VAR fixation,97825
!E TRIAL_EVENT_VAR stimulus_on,98833
!E TRIAL_EVENT_VAR stimulus_off,100837
TRIAL_END,101345
TRIALID,101360
!E TRIAL_EVENT_VAR fixation,101362
!E TRIAL_EVENT_VAR stimulus_on,102369
!E TRIAL_EVENT_VAR stimulus_off,104373
TRIAL_END,104881
TRIALID,104896
!E TRIAL_EVENT_VAR fixation,104897
!E TRIAL_EVENT_VAR stimulus_on,105905
!E TRIAL_EVENT_VAR stimulus_off,107912
TRIAL_END,108418
TRIALID,108432
!E TRIAL_EVENT_VAR fixation,108434
!E TRIAL_EVENT_VAR stimulus_on,109441
!E TRIAL_EVENT_VAR stimulus_off,111446
TRIAL_END,111953
TRIALID,115882
!E TRIAL_EVENT_VAR fixation,115887
!E TRIAL_EVENT_VAR stimulus_on,116898
!E TRIAL_EVENT_VAR stimulus_off,118903
TRIAL_END,119411
TRIALID,119425
!E TRIAL_EVENT_VAR fixation,119426
!E TRIAL_EVENT_VAR stimulus_on,120435
!E TRIAL_EVENT_VAR stimulus_off,122440
TRIAL_END,122948
TRIALID,122960
!E TRIAL_EVENT_VAR fixation,122962
!E TRIAL_EVENT_VAR stimulus_on,123969
!E TRIAL_EVENT_VAR stimulus_off,125974
