Event,RecordingTimestamp
TRIALID,27054
!E TRIAL_EVENT_VAR fixation,27059
!E TRIAL_EVENT_VAR stimulus_on,28071
!E TRIAL_EVENT_VAR stimulus_off,30076
TRIAL_END,30584
TRIALID,30600
!E TRIAL_EVENT_VAR fixation,30601
!E TRIAL_EVENT_VAR stimulus_on,31610
!E TRIAL_EVENT_VAR stimulus_off,33616
TRIAL_END,34121
TRIALID,34137
!E TRIAL_EVENT_VAR fixation,34138
!E TRIAL_EVENT_VAR stimulus_on,35145
!E TRIAL_EVENT_VAR stimulus_off,37150
TRIAL_END,37658
TRIALID,37673
!E TRIAL_EVENT_VAR fixation,37674
!E TRIAL_EVENT_VAR stimulus_on,38681
!E TRIAL_EVENT_VAR stimulus_off,40686
TRIAL_END,41193
TRIALID,41208
!E TRIAL_EVENT_VAR fixation,41210
!E TRIAL_EVENT_VAR stimulus_on,42217
!E TRIAL_EVENT_VAR stimulus_off,44222
TRIAL_END,44728
TRIALID,44745
!E TRIAL_EVENT_VAR fixation,44746
!E TRIAL_EVENT_VAR stimulus_on,45753
!E TRIAL_EVENT_VAR stimulus_off,47758
TRIAL_END,48265
TRIALID,48280
!E TRIAL_EVENT_VAR fixation,48282
!E TRIAL_EVENT_VAR stimulus_on,49288
!E TRIAL_EVENT_VAR stimulus_off,51294
TRIAL_END,51802
TRIALID,51817
!E TRIAL_EVENT_VAR fixation,51819
!E TRIAL_EVENT_VAR stimulus_on,52825
!E TRIAL_EVENT_VAR stimulus_off,54831
TRIAL_END,55338
TRIALID,57484
!E TRIAL_EVENT_VAR fixation,57486
!E TRIAL_EVENT_VAR stimulus_on,58495
!E TRIAL_EVENT_VAR stimulus_off,60501
TRIAL_END,61008
TRIALID,61025
!E TRIAL_EVENT_VAR fixation,61026
!E TRIAL_EVENT_VAR stimulus_on,62034
!E TRIAL_EVENT_VAR stimulus_off,64039
TRIAL_END,64547
TRIALID,64561
!E TRIAL_EVENT_VAR fixation,64562
!E TRIAL_EVENT_VAR stimulus_on,65569
!E TRIAL_EVENT_VAR stimulus_off,67575
TRIAL_END,68082
TRIALID,68097
!E TRIAL_EVENT_VAR fixation,68099
!E TRIAL_EVENT_VAR stimulus_on,69106
!E TRIAL_EVENT_VAR stimulus_off,71110
TRIAL_END,71618
TRIALID,71633
!E TRIAL_EVENT_VAR fixation,71635
!E TRIAL_EVENT_VAR stimulus_on,72641
!E TRIAL_EVENT_VAR stimulus_off,74646
TRIAL_END,75153
TRIALID,75169
!E TRIAL_EVENT_VAR fixation,75170
!E TRIAL_EVENT_VAR stimulus_on,76179
!E TRIAL_EVENT_VAR stimulus_off,78183
TRIAL_END,78691
TRIALID,78705
!E TRIAL_EVENT_VAR fixation,78707
!E TRIAL_EVENT_VAR stimulus_on,79714
!E TRIAL_EVENT_VAR stimulus_off,81719
TRIAL_END,82227
TRIALID,82241
!E TRIAL_EVENT_VAR fixation,82243
!E TRIAL_EVENT_VAR stimulus_on,83250
!E TRIAL_EVENT_VAR stimulus_off,85256
TRIAL_END,85762
TRIALID,85777
!E TRIAL_EVENT_VAR fixation,85779
!E TRIAL_EVENT_VAR stimulus_on,86786
!E TRIAL_EVENT_VAR stimulus_off,88792
TRIAL_END,89298
TRIALID,89313
