Event,RecordingTimestamp
TRIALID,30444
!E TRIAL_EVENT_VAR fixation,30446
!E TRIAL_EVENT_VAR stimulus_on,31455
!E TRIAL_EVENT_VAR stimulus_off,33461
TRIAL_END,33967
TRIALID,33977
!E TRIAL_EVENT_VAR fixation,33979
!E TRIAL_EVENT_VAR stimulus_on,34986
!E TRIAL_EVENT_VAR stimulus_off,36992
TRIAL_END,37498
TRIALID,37513
!E TRIAL_EVENT_VAR fixation,37514
!E TRIAL_EVENT_VAR stimulus_on,38522
!E TRIAL_EVENT_VAR stimulus_off,40527
TRIAL_END,41034
TRIALID,41049
!E TRIAL_EVENT_VAR fixation,41051
!E TRIAL_EVENT_VAR stimulus_on,42057
!E TRIAL_EVENT_VAR stimulus_off,44063
TRIAL_END,44570
TRIALID,44586
!E TRIAL_EVENT_VAR fixation,44587
!E TRIAL_EVENT_VAR stimulus_on,45594
!E TRIAL_EVENT_VAR stimulus_off,47599
TRIAL_END,48106
TRIALID,48121
!E TRIAL_EVENT_VAR fixation,48123
!E TRIAL_EVENT_VAR stimulus_on,49130
!E TRIAL_EVENT_VAR stimulus_off,51135
TRIAL_END,51642
TRIALID,51658
!E TRIAL_EVENT_VAR fixation,51660
!E TRIAL_EVENT_VAR stimulus_on,52667
!E TRIAL_EVENT_VAR stimulus_off,54672
TRIAL_END,55180
TRIALID,55194
!E TRIAL_EVENT_VAR fixation,55196
!E TRIAL_EVENT_VAR stimulus_on,56202
!E TRIAL_EVENT_VAR stimulus_off,58208
TRIAL_END,58716
TRIALID,58731
!E TRIAL_EVENT_VAR fixation,58732
!E TRIAL_EVENT_VAR stimulus_on,59738
!E TRIAL_EVENT_VAR stimulus_off,61744
TRIAL_END,62252
TRIALID,62267
!E TRIAL_EVENT_VAR fixation,62268
!E TRIAL_EVENT_VAR stimulus_on,63275
!E TRIAL_EVENT_VAR stimulus_off,65282
TRIAL_END,65789
TRIALID,65803
!E TRIAL_EVENT_VAR fixation,65805
!E TRIAL_EVENT_VAR stimulus_on,66813
!E TRIAL_EVENT_VAR stimulus_off,68817
TRIAL_END,69324
TRIALID,69339
!E TRIAL_EVENT_VAR fixation,69340
!E TRIAL_EVENT_VAR stimulus_on,70348
!E TRIAL_EVENT_VAR stimulus_off,72354
TRIAL_END,72862
TRIALID,72876
!E TRIAL_EVENT_VAR fixation,72877
!E TRIAL_EVENT_VAR stimulus_on,73884
!E TRIAL_EVENT_VAR stimulus_off,75890
TRIAL_END,76397
TRIALID,76412
!E TRIAL_EVENT_VAR fixation,76414
!E TRIAL_EVENT_VAR stimulus_on,77420
!E TRIAL_EVENT_VAR stimulus_off,79425
TRIAL_END,79932
TRIALID,79948
!E TRIAL_EVENT_VAR fixation,79949
!E TRIAL_EVENT_VAR stimulus_on,80957
!E TRIAL_EVENT_VAR stimulus_off,82962
TRIAL_END,83469
TRIALID,83484
!E TRIAL_EVENT_VAR fixation,83486
!E TRIAL_EVENT_VAR stimulus_on,84492
!E TRIAL_EVENT_VAR stimulus_off,86497
TRIAL_END,87004
TRIALID,89747
!E TRIAL_EVENT_VAR fixation,89749
!E TRIAL_EVENT_VAR stimulus_on,90760
!E TRIAL_EVENT_VAR stimulus_off,92765
TRIAL_END,93273
TRIALID,93291
!E TRIAL_EVENT_VAR fixation,93292
!E TRIAL_EVENT_VAR stimulus_on,94300
!E TRIAL_EVENT_VAR stimulus_off,96304
TRIAL_END,96811
TRIALID,96828
!E TRIAL_EVENT_VAR fixation,96830
!E TRIAL_EVENT_VAR stimulus_on,97837
!E TRIAL_EVENT_VAR stimulus_off,99841
TRIAL_END,100349
TRIALID,100365
!E TRIAL_EVENT_VAR fixation,100366
!E TRIAL_EVENT_VAR stimulus_on,101373
!E TRIAL_EVENT_VAR stimulus_off,103380
TRIAL_END,103886
TRIALID,103901
!E TRIAL_EVENT_VAR fixation,103902
!E TRIAL_EVENT_VAR stimulus_on,104911
!E TRIAL_EVENT_VAR stimulus_off,106916
TRIAL_END,107423
TRIALID,107437
!E TRIAL_EVENT_VAR fixation,107439
!E TRIAL_EVENT_VAR stimulus_on,108445
!E TRIAL_EVENT_VAR stimulus_off,110451
TRIAL_END,110958
TRIALID,110974
!E TRIAL_EVENT_VAR fixation,110975
!E TRIAL_EVENT_VAR stimulus_on,111982
!E TRIAL_EVENT_VAR stimulus_off,113988
TRIAL_END,114495
TRIALID,114510
!E TRIAL_EVENT_VAR fixation,114512
!E TRIAL_EVENT_VAR stimulus_on,115518
!E TRIAL_EVENT_VAR stimulus_off,117524
TRIAL_END,118031
TRIALID,118046
!E TRIAL_EVENT_VAR fixation,118047
!E TRIAL_EVENT_VAR stimulus_on,119055
!E TRIAL_EVENT_VAR stimulus_off,121061
TRIAL_END,121568
TRIALID,121583
!E TRIAL_EVENT_VAR fixation,121584
!E TRIAL_EVENT_VAR stimulus_on,122590
!E TRIAL_EVENT_VAR stimulus_off,124595
TRIAL_END,125102
TRIALID,125119
!E TRIAL_EVENT_VAR fixation,125120
!E TRIAL_EVENT_VAR stimulus_on,126127
!E TRIAL_EVENT_VAR stimulus_off,128134
TRIAL_END,128640
TRIALID,128655
!E TRIAL_EVENT_VAR fixation,128656
!E TRIAL_EVENT_VAR stimulus_on,129664
!E TRIAL_EVENT_VAR stimulus_off,131670
TRIAL_END,132177
TRIALID,132191
!E TRIAL_EVENT_VAR fixation,132193
!E TRIAL_EVENT_VAR stimulus_on,133200
!E TRIAL_EVENT_VAR stimulus_off,135205
TRIAL_END,135711
TRIALID,135728
!E TRIAL_EVENT_VAR fixation,135729
!E TRIAL_EVENT_VAR stimulus_on,136737
!E TRIAL_EVENT_VAR stimulus_off,138742
TRIAL_END,139249
TRIALID,139264
!E TRIAL_EVENT_VAR fixation,139265
!E TRIAL_EVENT_VAR stimulus_on,140272
!E TRIAL_EVENT_VAR stimulus_off,142278
TRIAL_END,142784
TRIALID,142800
!E TRIAL_EVENT_VAR fixation,142801
!E TRIAL_EVENT_VAR stimulus_on,143809
!E TRIAL_EVENT_VAR stimulus_off,145814
TRIAL_END,146321
TRIALID,148012
!E TRIAL_EVENT_VAR fixation,148013
!E TRIAL_EVENT_VAR stimulus_on,149023
!E TRIAL_EVENT_VAR stimulus_off,151028
TRIAL_END,151536
TRIALID,151556
!E TRIAL_EVENT_VAR fixation,151563
!E TRIAL_EVENT_VAR stimulus_on,152574
!E TRIAL_EVENT_VAR stimulus_off,154579
TRIAL_END,155087
TRIALID,155094
!E TRIAL_EVENT_VAR fixation,155096
!E TRIAL_EVENT_VAR stimulus_on,156103
!E TRIAL_EVENT_VAR stimulus_off,158107
TRIAL_END,158615
TRIALID,158630
!E TRIAL_EVENT_VAR fixation,158632
!E TRIAL_EVENT_VAR stimulus_on,159638
!E TRIAL_EVENT_VAR stimulus_off,161645
TRIAL_END,162151
TRIALID,162166
!E TRIAL_EVENT_VAR fixation,162168
!E TRIAL_EVENT_VAR stimulus_on,163174
!E TRIAL_EVENT_VAR stimulus_off,165180
TRIAL_END,165687
TRIALID,165703
!E TRIAL_EVENT_VAR fixation,165704
!E TRIAL_EVENT_VAR stimulus_on,166711
!E TRIAL_EVENT_VAR stimulus_off,168717
TRIAL_END,169224
TRIALID,171108
!E TRIAL_EVENT_VAR fixation,171110
!E TRIAL_EVENT_VAR stimulus_on,172119
!E TRIAL_EVENT_VAR stimulus_off,174125
TRIAL_END,174632
TRIALID,174643
!E TRIAL_EVENT_VAR fixation,174645
!E TRIAL_EVENT_VAR stimulus_on,175652
!E TRIAL_EVENT_VAR stimulus_off,177658
TRIAL_END,178164
TRIALID,178179
!E TRIAL_EVENT_VAR fixation,178181
!E TRIAL_EVENT_VAR stimulus_on,179188
!E TRIAL_EVENT_VAR stimulus_off,181192
TRIAL_END,181700
TRIALID,181716
!E TRIAL_EVENT_VAR fixation,181717
!E TRIAL_EVENT_VAR stimulus_on,182725
!E TRIAL_EVENT_VAR stimulus_off,184730
TRIAL_END,185237
TRIALID,185252
!E TRIAL_EVENT_VAR fixation,185253
!E TRIAL_EVENT_VAR stimulus_on,186260
!E TRIAL_EVENT_VAR stimulus_off,188267
TRIAL_END,188775
TRIALID,188788
!E TRIAL_EVENT_VAR fixation,188790
!E TRIAL_EVENT_VAR stimulus_on,189796
!E TRIAL_EVENT_VAR stimulus_off,191802
TRIAL_END,192308
TRIALID,192324
!E TRIAL_EVENT_VAR fixation,192326
!E TRIAL_EVENT_VAR stimulus_on,193334
!E TRIAL_EVENT_VAR stimulus_off,195338
TRIAL_END,195845
TRIALID,195860
!E TRIAL_EVENT_VAR fixation,195862
!E TRIAL_EVENT_VAR stimulus_on,196870
!E TRIAL_EVENT_VAR stimulus_off,198875
TRIAL_END,199383
TRIALID,199396
!E TRIAL_EVENT_VAR fixation,199398
!E TRIAL_EVENT_VAR stimulus_on,200405
!E TRIAL_EVENT_VAR stimulus_off,202410
TRIAL_END,202917
TRIALID,202932
!E TRIAL_EVENT_VAR fixation,202934
!E TRIAL_EVENT_VAR stimulus_on,203942
!E TRIAL_EVENT_VAR stimulus_off,205948
TRIAL_END,206455
TRIALID,206469
!E TRIAL_EVENT_VAR fixation,206470
!E TRIAL_EVENT_VAR stimulus_on,207478
!E TRIAL_EVENT_VAR stimulus_off,209483
TRIAL_END,209990
TRIALID,210005
!E TRIAL_EVENT_VAR fixation,210007
!E TRIAL_EVENT_VAR stimulus_on,211014
!E TRIAL_EVENT_VAR stimulus_off,213020
TRIAL_END,213527
TRIALID,213542
!E TRIAL_EVENT_VAR fixation,213543
!E TRIAL_EVENT_VAR stimulus_on,214550
!E TRIAL_EVENT_VAR stimulus_off,216556
TRIAL_END,217063
TRIALID,217078
!E TRIAL_EVENT_VAR fixation,217080
!E TRIAL_EVENT_VAR stimulus_on,218086
!E TRIAL_EVENT_VAR stimulus_off,220091
TRIAL_END,220599
TRIALID,220615
!E TRIAL_EVENT_VAR fixation,220616
!E TRIAL_EVENT_VAR stimulus_on,221623
!E TRIAL_EVENT_VAR stimulus_off,223628
TRIAL_END,224135
TRIALID,224150
!E TRIAL_EVENT_VAR fixation,224152
!E TRIAL_EVENT_VAR stimulus_on,225158
!E TRIAL_EVENT_VAR stimulus_off,227164
TRIAL_END,227670
