Event,RecordingTimestamp
TRIALID,36625
!E TRIAL_EVENT_VAR fixation,36627
!E TRIAL_EVENT_VAR stimulus_on,37635
!E TRIAL_EVENT_VAR stimulus_off,39641
TRIAL_END,40148
TRIALID,40159
!E TRIAL_EVENT_VAR fixation,40161
!E TRIAL_EVENT_VAR stimulus_on,41167
!E TRIAL_EVENT_VAR stimulus_off,43172
TRIAL_END,43679
TRIALID,43696
!E TRIAL_EVENT_VAR fixation,43697
!E TRIAL_EVENT_VAR stimulus_on,44704
!E TRIAL_EVENT_VAR stimulus_off,46708
TRIAL_END,47217
TRIALID,47232
!E TRIAL_EVENT_VAR fixation,47234
!E TRIAL_EVENT_VAR stimulus_on,48241
!E TRIAL_EVENT_VAR stimulus_off,50246
TRIAL_END,50754
TRIALID,50769
!E TRIAL_EVENT_VAR fixation,50770
!E TRIAL_EVENT_VAR stimulus_on,51776
!E TRIAL_EVENT_VAR stimulus_off,53783
TRIAL_END,54289
TRIALID,54304
!E TRIAL_EVENT_VAR fixation,54306
!E TRIAL_EVENT_VAR stimulus_on,55313
!E TRIAL_EVENT_VAR stimulus_off,57318
TRIAL_END,57826
TRIALID,57841
!E TRIAL_EVENT_VAR fixation,57842
!E TRIAL_EVENT_VAR stimulus_on,58849
!E TRIAL_EVENT_VAR stimulus_off,60855
TRIAL_END,61362
TRIALID,61377
!E TRIAL_EVENT_VAR fixation,61378
!E TRIAL_EVENT_VAR stimulus_on,62385
!E TRIAL_EVENT_VAR stimulus_off,64391
TRIAL_END,64898
TRIALID,64913
!E TRIAL_EVENT_VAR fixation,64915
!E TRIAL_EVENT_VAR stimulus_on,65922
!E TRIAL_EVENT_VAR stimulus_off,67926
TRIAL_END,68434
TRIALID,68450
!E TRIAL_EVENT_VAR fixation,68454
!E TRIAL_EVENT_VAR stimulus_on,69462
!E TRIAL_EVENT_VAR stimulus_off,71467
TRIAL_END,71975
TRIALID,71986
!E TRIAL_EVENT_VAR fixation,71987
!E TRIAL_EVENT_VAR stimulus_on,72994
