Event,RecordingTimestamp
TRIALID,42618
!E TRIAL_EVENT_VAR fixation,42620
!E TRIAL_EVENT_VAR stimulus_on,43630
!E TRIAL_EVENT_VAR stimulus_off,45635
TRIAL_END,46143
TRIALID,46153
!E TRIAL_EVENT_VAR fixation,46155
!E TRIAL_EVENT_VAR stimulus_on,47161
!E TRIAL_EVENT_VAR stimulus_off,49168
TRIAL_END,49674
TRIALID,49689
!E TRIAL_EVENT_VAR fixation,49690
!E TRIAL_EVENT_VAR stimulus_on,50698
!E TRIAL_EVENT_VAR stimulus_off,52704
TRIAL_END,53210
TRIALID,53225
!E TRIAL_EVENT_VAR fixation,53226
!E TRIAL_EVENT_VAR stimulus_on,54234
!E TRIAL_EVENT_VAR stimulus_off,56238
TRIAL_END,56745
TRIALID,56761
!E TRIAL_EVENT_VAR fixation,56762
!E TRIAL_EVENT_VAR stimulus_on,57770
!E TRIAL_EVENT_VAR stimulus_off,59776
TRIAL_END,60282
TRIALID,60297
!E TRIAL_EVENT_VAR fixation,60299
!E TRIAL_EVENT_VAR stimulus_on,61306
!E TRIAL_EVENT_VAR stimulus_off,63310
TRIAL_END,63818
TRIALID,63834
!E TRIAL_EVENT_VAR fixation,63835
!E TRIAL_EVENT_VAR stimulus_on,64842
!E TRIAL_EVENT_VAR stimulus_off,66848
TRIAL_END,67355
TRIALID,67370
!E TRIAL_EVENT_VAR fixation,67372
!E TRIAL_EVENT_VAR stimulus_on,68378
!E TRIAL_EVENT_VAR stimulus_off,70383
TRIAL_END,70890
TRIALID,72882
!E TRIAL_EVENT_VAR fixation,72883
!E TRIAL_EVENT_VAR stimulus_on,73892
!E TRIAL_EVENT_VAR stimulus_off,75898
TRIAL_END,76405
TRIALID,76425
!E TRIAL_EVENT_VAR fixation,76427
!E TRIAL_EVENT_VAR stimulus_on,77434
!E TRIAL_EVENT_VAR stimulus_off,79441
TRIAL_END,79947
TRIALID,79963
!E TRIAL_EVENT_VAR fixation,79965
!E TRIAL_EVENT_VAR stimulus_on,80973
!E TRIAL_EVENT_VAR stimulus_off,82979
TRIAL_END,83485
TRIALID,83500
!E TRIAL_EVENT_VAR fixation,83502
!E TRIAL_EVENT_VAR stimulus_on,84509
