Event,RecordingTimestamp
TRIALID,40068
!E TRIAL_EVENT_VAR fixation,40071
!E TRIAL_EVENT_VAR stimulus_onset,41081
!E TRIAL_EVENT_VAR stimulus_offset,42086
TRIAL_END,42088
TRIALID,42105
!E TRIAL_EVENT_VAR fixation,42106
!E TRIAL_EVENT_VAR stimulus_onset,43114
!E TRIAL_EVENT_VAR stimulus_offset,44118
TRIAL_END,44120
TRIALID,44140
!E TRIAL_EVENT_VAR fixation,44141
!E TRIAL_EVENT_VAR stimulus_onset,45149
!E TRIAL_EVENT_VAR stimulus_offset,46153
TRIAL_END,46155
TRIALID,48268
!E TRIAL_EVENT_VAR fixation,48270
!E TRIAL_EVENT_VAR stimulus_onset,49278
!E TRIAL_EVENT_VAR stimulus_offset,50282
TRIAL_END,50283
TRIALID,52116
!E TRIAL_EVENT_VAR fixation,52117
!E TRIAL_EVENT_VAR stimulus_onset,53126
!E TRIAL_EVENT_VAR stimulus_offset,54130
TRIAL_END,54132
TRIALID,54148
!E TRIAL_EVENT_VAR fixation,54150
!E TRIAL_EVENT_VAR stimulus_onset,55157
!E TRIAL_EVENT_VAR stimulus_offset,56160
TRIAL_END,56162
TRIALID,56183
!E TRIAL_EVENT_VAR fixation,56184
!E TRIAL_EVENT_VAR stimulus_onset,57192
!E TRIAL_EVENT_VAR stimulus_offset,58196
TRIAL_END,58198
TRIALID,58218
!E TRIAL_EVENT_VAR fixation,58219
!E TRIAL_EVENT_VAR stimulus_onset,59226
!E TRIAL_EVENT_VAR stimulus_offset,60230
TRIAL_END,60232
TRIALID,60253
!E TRIAL_EVENT_VAR fixation,60255
!E TRIAL_EVENT_VAR stimulus_onset,61261
!E TRIAL_EVENT_VAR stimulus_offset,62265
TRIAL_END,62267
TRIALID,63980
!E TRIAL_EVENT_VAR fixation,63981
!E TRIAL_EVENT_VAR stimulus_onset,64991
!E TRIAL_EVENT_VAR stimulus_offset,65996
TRIAL_END,65998
TRIALID,66010
!E TRIAL_EVENT_VAR fixation,66011
!E TRIAL_EVENT_VAR stimulus_onset,67018
!E TRIAL_EVENT_VAR stimulus_offset,68022
TRIAL_END,68024
TRIALID,68042
!E TRIAL_EVENT_VAR fixation,68044
!E TRIAL_EVENT_VAR stimulus_onset,69051
!E TRIAL_EVENT_VAR stimulus_offset,70055
TRIAL_END,70057
TRIALID,70078
!E TRIAL_EVENT_VAR fixation,70079
!E TRIAL_EVENT_VAR stimulus_onset,71087
!E TRIAL_EVENT_VAR stimulus_offset,72091
TRIAL_END,72093
TRIALID,72113
!E TRIAL_EVENT_VAR fixation,72114
!E TRIAL_EVENT_VAR stimulus_onset,73121
!E TRIAL_EVENT_VAR stimulus_offset,74126
TRIAL_END,74128
TRIALID,74148
!E TRIAL_EVENT_VAR fixation,74150
!E TRIAL_EVENT_VAR stimulus_onset,75156
!E TRIAL_EVENT_VAR stimulus_offset,76161
TRIAL_END,76163
TRIALID,76183
!E TRIAL_EVENT_VAR fixation,76184
!E TRIAL_EVENT_VAR stimulus_onset,77191
!E TRIAL_EVENT_VAR stimulus_offset,78196
TRIAL_END,78198
TRIALID,78218
!E TRIAL_EVENT_VAR fixation,78219
!E TRIAL_EVENT_VAR stimulus_onset,79226
!E TRIAL_EVENT_VAR stimulus_offset,80231
TRIAL_END,80233
TRIALID,80253
!E TRIAL_EVENT_VAR fixation,80255
!E TRIAL_EVENT_VAR stimulus_onset,81261
!E TRIAL_EVENT_VAR stimulus_offset,82266
TRIAL_END,82268
TRIALID,82288
!E TRIAL_EVENT_VAR fixation,82290
!E TRIAL_EVENT_VAR stimulus_onset,83296
!E TRIAL_EVENT_VAR stimulus_offset,84299
TRIAL_END,84302
TRIALID,84323
!E TRIAL_EVENT_VAR fixation,84324
!E TRIAL_EVENT_VAR stimulus_onset,85331
!E TRIAL_EVENT_VAR stimulus_offset,86335
TRIAL_END,86337
TRIALID,86358
!E TRIAL_EVENT_VAR fixation,86359
!E TRIAL_EVENT_VAR stimulus_onset,87366
!E TRIAL_EVENT_VAR stimulus_offset,88370
TRIAL_END,88372
TRIALID,88393
!E TRIAL_EVENT_VAR fixation,88395
!E TRIAL_EVENT_VAR stimulus_onset,89401
!E TRIAL_EVENT_VAR stimulus_offset,90404
TRIAL_END,90406
TRIALID,90428
!E TRIAL_EVENT_VAR fixation,90429
!E TRIAL_EVENT_VAR stimulus_onset,91437
!E TRIAL_EVENT_VAR stimulus_offset,92441
TRIAL_END,92443
TRIALID,92463
!E TRIAL_EVENT_VAR fixation,92464
!E TRIAL_EVENT_VAR stimulus_onset,93471
!E TRIAL_EVENT_VAR stimulus_offset,94475
TRIAL_END,94477
TRIALID,94497
!E TRIAL_EVENT_VAR fixation,94499
!E TRIAL_EVENT_VAR stimulus_onset,95506
!E TRIAL_EVENT_VAR stimulus_offset,96510
TRIAL_END,96512
