Event,RecordingTimestamp
TRIALID,43216
!E TRIAL_EVENT_VAR stimulus_onset,44229
TRIAL_END,45233
TRIALID,45253
!E TRIAL_EVENT_VAR stimulus_onset,46261
TRIAL_END,47265
TRIALID,47286
!E TRIAL_EVENT_VAR stimulus_onset,48294
TRIAL_END,49298
TRIALID,49321
!E TRIAL_EVENT_VAR stimulus_onset,50328
TRIAL_END,51333
TRIALID,51356
!E TRIAL_EVENT_VAR stimulus_onset,52363
TRIAL_END,53367
TRIALID,53391
!E TRIAL_EVENT_VAR stimulus_onset,54398
TRIAL_END,55401
TRIALID,55412
!E TRIAL_EVENT_VAR stimulus_onset,56419
TRIAL_END,57423
TRIALID,59729
!E TRIAL_EVENT_VAR stimulus_onset,60738
TRIAL_END,61741
TRIALID,64632
!E TRIAL_EVENT_VAR stimulus_onset,65642
TRIAL_END,66646
TRIALID,66669
!E TRIAL_EVENT_VAR stimulus_onset,67676
TRIAL_END,68681
TRIALID,68704
!E TRIAL_EVENT_VAR stimulus_onset,69711
TRIAL_END,70716
TRIALID,70739
!E TRIAL_EVENT_VAR stimulus_onset,71746
TRIAL_END,72750
TRIALID,72774
!E TRIAL_EVENT_VAR stimulus_onset,73780
TRIAL_END,74784
TRIALID,74794
!E TRIAL_EVENT_VAR stimulus_onset,75802
TRIAL_END,76806
TRIALID,79673
!E TRIAL_EVENT_VAR stimulus_onset,80683
TRIAL_END,81687
TRIALID,81700
!E TRIAL_EVENT_VAR stimulus_onset,82708
TRIAL_END,83712
TRIALID,83733
!E TRIAL_EVENT_VAR stimulus_onset,84739
TRIAL_END,85744
TRIALID,85754
!E TRIAL_EVENT_VAR stimulus_onset,86761
TRIAL_END,87766
TRIALID,87787
!E TRIAL_EVENT_VAR stimulus_onset,88793
TRIAL_END,89797
TRIALID,89821
!E TRIAL_EVENT_VAR stimulus_onset,90827
TRIAL_END,91832
TRIALID,91842
!E TRIAL_EVENT_VAR stimulus_onset,92849
TRIAL_END,93854
TRIALID,93875
!E TRIAL_EVENT_VAR stimulus_onset,94882
TRIAL_END,95885
TRIALID,95895
!E TRIAL_EVENT_VAR stimulus_onset,96903
TRIAL_END,97907
TRIALID,97928
!E TRIAL_EVENT_VAR stimulus_onset,98935
TRIAL_END,99939
TRIALID,99963
!E TRIAL_EVENT_VAR stimulus_onset,100970
TRIAL_END,101975
TRIALID,101997
!E TRIAL_EVENT_VAR stimulus_onset,103005
TRIAL_END,104009
TRIALID,104019
!E TRIAL_EVENT_VAR stimulus_onset,105025
TRIAL_END,106028
TRIALID,106051
!E TRIAL_EVENT_VAR stimulus_onset,107059
TRIAL_END,108063
