Event,RecordingTimestamp
TRIALID,37743
!E TRIAL_EVENT_VAR fixation,37749
!E TRIAL_EVENT_VAR stimulus_onset,38759
!E TRIAL_EVENT_VAR stimulus_offset,39764
TRIAL_END,39769
TRIALID,39770
!E TRIAL_EVENT_VAR fixation,39785
!E TRIAL_EVENT_VAR stimulus_onset,40791
!E TRIAL_EVENT_VAR stimulus_offset,41796
TRIAL_END,41800
TRIALID,41802
!E TRIAL_EVENT_VAR fixation,41820
!E TRIAL_EVENT_VAR stimulus_onset,42830
!E TRIAL_EVENT_VAR stimulus_offset,43835
TRIAL_END,43839
TRIALID,43841
!E TRIAL_EVENT_VAR fixation,43855
!E TRIAL_EVENT_VAR stimulus_onset,44862
!E TRIAL_EVENT_VAR stimulus_offset,45867
TRIAL_END,45871
TRIALID,45873
!E TRIAL_EVENT_VAR fixation,45890
!E TRIAL_EVENT_VAR stimulus_onset,46897
!E TRIAL_EVENT_VAR stimulus_offset,47901
TRIAL_END,47906
TRIALID,47907
!E TRIAL_EVENT_VAR fixation,47924
!E TRIAL_EVENT_VAR stimulus_onset,48932
!E TRIAL_EVENT_VAR stimulus_offset,49936
TRIAL_END,49940
TRIALID,49942
!E TRIAL_EVENT_VAR fixation,49959
!E TRIAL_EVENT_VAR stimulus_onset,50967
!E TRIAL_EVENT_VAR stimulus_offset,51971
TRIAL_END,51975
